num_stas,policy,seed,pdr,tput_kbps,avg_delay_ms,p95_delay_ms,drop_rate,fairness,col_rate,retry_rate,raw_fit_pass,e_total_mj,e_tx_mj,e_rx_mj,e_idle_mj,e_sleep_mj,ee_kbit_j,e_per_pkt_uj,assoc_mean_ms,assoc_max_ms,assoc_scan_ms,assoc_auth_ms,assoc_req_ms,assoc_frac
600,adaptive,42,0.482639,59.306667,2373.947476,5459.288867,0.517361,0.796424,0.59207,0.590832,1.0,367.120617,21.694467,38.365935,253.774236,53.285979,32.309091,31693.866191,6327.461645,8505.645333,2.833333,2867.695854,3456.932458,1.0
600,adaptive,7,0.485694,59.682133,2407.621079,5621.207784,0.514306,0.796439,0.590296,0.588508,1.0,369.908925,21.685331,38.368953,256.640314,53.214328,32.268555,31733.679621,6446.832305,8889.692889,2.833333,2880.165885,3563.833087,1.0
600,adaptive,99,0.474028,58.248533,2441.642209,5822.07577,0.525972,0.793294,0.582511,0.580794,1.0,365.471372,20.783549,38.355877,253.024614,53.307331,31.875839,32124.644475,6242.167535,8397.140889,2.833333,2867.121747,3372.212455,1.0
600,cluster_csv,42,0.563889,69.290667,1586.744072,4536.516281,0.436111,0.853155,0.514048,0.513671,1.0,335.582315,21.071117,38.464501,221.964538,54.082158,41.29578,24796.722792,6578.261739,9163.191111,2.833333,2865.277687,3710.150719,1.0
600,cluster_csv,7,0.563403,69.230933,1588.029463,4495.861366,0.436597,0.852084,0.513343,0.512731,1.0,335.143448,21.072072,38.465172,221.51276,54.093444,41.31421,24785.661158,6572.159696,9138.372444,2.833333,2882.671817,3686.654545,1.0
600,cluster_csv,99,0.585417,71.936,1595.001849,4553.117571,0.414583,0.858288,0.517223,0.516224,1.0,342.314671,21.922528,38.486562,227.976259,53.929322,42.029166,24364.033507,6616.578349,9276.848444,2.833333,2868.095934,3745.649081,1.0
600,traffic_split,42,0.859167,105.5744,2092.742678,4794.94948,0.140833,0.973341,0.39865,0.398568,1.0,429.221072,24.363541,38.752355,314.34397,51.761205,49.193484,20815.764895,6291.464244,8724.181778,2.833333,2865.943806,3422.687105,1.0
600,traffic_split,7,0.855139,105.079467,2123.843409,4859.059245,0.144861,0.976916,0.404185,0.404144,1.0,434.217876,24.500293,38.748533,319.332917,51.636133,48.39942,21157.278355,6340.082745,8826.683556,2.833333,2873.632625,3463.616786,0.998333
600,traffic_split,99,0.851875,104.6784,2127.412768,4889.979106,0.148125,0.971889,0.405309,0.405309,1.0,430.198076,24.446117,38.743772,315.270299,51.737887,48.665211,21041.725391,6297.498206,8627.559111,2.833333,2878.518666,3416.146207,1.0
600,laca,42,0.507361,62.344533,2258.100294,5243.512203,0.492639,0.811704,0.592212,0.590671,1.0,368.089314,22.651755,38.390946,253.76322,53.283394,33.874677,30229.070382,6463.045904,8939.888,2.833333,2865.321033,3594.891537,1.0
600,laca,7,0.505903,62.165333,2292.683151,5364.502468,0.494097,0.805435,0.593676,0.592178,1.0,367.375298,22.656357,38.388934,253.028235,53.301772,33.842958,30257.402739,6489.134722,8947.045333,2.833333,2877.278833,3609.022556,1.0
600,laca,99,0.503542,61.8752,2308.524593,5407.863605,0.496458,0.8058,0.594834,0.593645,1.0,368.973918,22.676187,38.388062,254.648451,53.261218,33.539064,30531.561251,6513.430944,8975.635556,2.833333,2873.45539,3637.142221,1.0
800,no_raw,42,0.15625,25.6,2761.837614,4887.948366,0.84375,0.824055,0.894345,0.828734,1.0,2446.78892,23.703766,37.966004,2385.11915,0.0,1.569404,652477.045464,40578.028473,109592.428889,2.833333,3834.538553,36740.656587,1.0
800,no_raw,7,0.157031,25.728,2759.043269,4908.96671,0.842969,0.822972,0.893906,0.828311,1.0,2446.782259,23.696118,37.966206,2385.119935,0.0,1.577255,649229.123326,41047.422351,112212.634667,2.833333,3845.183747,37199.405271,1.0
800,no_raw,99,0.157083,25.736533,2758.379322,4926.615344,0.842917,0.832015,0.893963,0.828141,1.0,2446.783393,23.697126,37.966558,2385.119709,0.0,1.577778,649014.162599,39838.431974,108635.786222,2.833333,3835.006151,36000.59249,1.0
800,static,42,0.448906,73.5488,1923.065504,4868.06447,0.551094,0.929502,0.552596,0.5519,1.0,363.287735,19.078896,38.354687,252.529703,53.324449,30.367995,33719.710831,8502.853998,12116.316444,2.833333,3834.000599,4666.020065,1.0
